Sample_ID,Object ID,other ID,Genbank ID,Fasta file ID,Fasta_ID_alignment,Long,Lat,Country/Region,Site location,Site ID,Haplogroup,Haplogroup assigned?,Average_Age_YBP,Date_range,Dating_method,Species,Coverage_depth,Coverage_breadth,calculated_sequence_completeness,Source,metadata_source_or_what_i_put_into_mastersheet,Partial,paper link,notes
QQN0032,AD264,,MN892370,MN892370,QQN0032_Argentinia_SalesianMissionCemetery__c_D1g5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g5,Y,27.5,1897-1948,contextual,human,,,0.07526102963,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0033,AD259,,MN892371,MN892371,QQN0033_Argentinia_SalesianMissionCemetery__c_C1b,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1b,Y,27.5,1897-1948,contextual,human,,,0.07526102963,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0034,AD437,,MN892372,MN892372,QQN0034_Argentinia_SalesianMissionCemetery__c_D1g5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g5,Y,27.5,1897-1948,contextual,human,,,0.07483855393,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0039,AD258,,MN892373,MN892373,QQN0039_Argentinia_SalesianMissionCemetery__c_D1g5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g5,Y,27.5,1897-1948,contextual,human,,,0.06717363752,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0040,AD442,,MN892374,MN892374,QQN0040_Argentinia_SalesianMissionCemetery__c_D1g5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g5,Y,27.5,1897-1948,contextual,human,,,0.07351077313,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0041,AD256,,MN892375,MN892375,QQN0041_Argentinia_SalesianMissionCemetery__c_C1b,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1b,Y,27.5,1897-1948,contextual,human,,,0.07526102963,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0042,AD250,,MN892376,MN892376,QQN0042_Argentinia_SalesianMissionCemetery__c_D4h3a5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D4h3a5,Y,27.5,1897-1948,contextual,human,,,0.07526102963,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0043,AD249,,MN892377,MN892377,QQN0043_Argentinia_SalesianMissionCemetery__c_D1g5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g5,Y,27.5,1897-1948,contextual,human,,,0.07501961494,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0044,AD257,,MN892378,MN892378,QQN0044_Argentinia_SalesianMissionCemetery__c_C1b,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1b,Y,27.5,1897-1948,contextual,human,,,0.07043273583,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0045,AD433,,MN892379,MN892379,QQN0045_Argentinia_SalesianMissionCemetery__c_C1c,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1c,Y,27.5,1897-1948,contextual,human,,,0.07501961494,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0047,AD248,,MN892380,MN892380,QQN0047_Argentinia_SalesianMissionCemetery__c_H1c,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,H1c,Y,27.5,1897-1948,contextual,human,,,0.07514032229,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0048,AD444,,MN892381,MN892381,QQN0048_Argentinia_SalesianMissionCemetery__c_T2b3 + 151,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,T2b3 + 151,Y,27.5,1897-1948,contextual,human,,,0.07477820025,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0049,AD446.2,,MN892382,MN892382,QQN0049_Argentinia_SalesianMissionCemetery__c_C1b13,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1b13,Y,27.5,1897-1948,contextual,human,,,0.05594785443,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0051,AD440,,MN892383,MN892383,QQN0051_Argentinia_SalesianMissionCemetery__c_D1g + 16189,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g + 16189,Y,27.5,1897-1948,contextual,human,,,0.05552537872,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0053,AD438,,MN892384,MN892384,QQN0053_Argentinia_SalesianMissionCemetery__c_D1g5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D1g5,Y,27.5,1897-1948,contextual,human,,,0.07520067596,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0056,AD445,,MN892385,MN892385,QQN0056_Argentinia_SalesianMissionCemetery__c_C1b,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1b,Y,27.5,1897-1948,contextual,human,,,0.07520067596,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0057,AD439,,MN892386,MN892386,QQN0057_Argentinia_SalesianMissionCemetery__c_D4h3a5,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,D4h3a5,Y,27.5,1897-1948,contextual,human,,,0.07453678556,MottiJArchaeolSciRep2020,,"partial, ~1247",,
QQN0058,AD436,,MN892387,MN892387,QQN0058_Argentinia_SalesianMissionCemetery__c_C1b,-67.7911377,-53.79091697,Argentina,Salesian Mission cemetery on Isla Grande,,C1b,Y,27.5,1897-1948,contextual,human,,,0.07477820025,MottiJArchaeolSciRep2020,,"partial, ~1247",,
0126-0384,,,,0126-0384_AL2829,0126-0384_Chilca_Peru_c_750,-76.722875,-12.472577,"Peru, Lima",Chilca,,,,750,1000-600 bp,contextual,Canis familiaris,23.0272,98.2005,0.9811,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
0204-0531,,,,0204-0531_AL2834,0204-0531_Wichqana_Peru_c_2675,-74.211111,-13.133333,"Peru, Ayacucho",Wichqana,,,,2675,3700-1650 bp,contextual,Canis familiaris,10.5985,97.1902,0.9705,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
0468-0000,,,,0468_0000_AL2839,0468-0000_TorataAlta_Peru_c_375,-70.837139,-17.07518,"Peru, Moquegua",Torata Alta,,,,375,ca. 400-350 bp,contextual,Canis familiaris,23.8684,99.0853,0.9837,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
700_00,,,,700_00_SC1061,700_00_Chondorko_Ecuador_d_843,-78.4803484,-7.12608532,Ecuador,Chondorko,,,,843,913-772 cal.BPb,direct_radiocarbon_dating,Canis familiaris,679.49,100,1,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
AD2010L2KTA1,ELOLIV-S-R27,D_ElOlivar1_Pre,,AD2010L2KTA1_mtDNA,AD2010L2KTA1_ElOlivar_Chile_c_875,-71.33026,-29.97789,Chile,ElOlivar,"El Olivar, Coquimbo region",,,875,,contextual,Canis familiaris,1.9319,,0.9995,,New_American_Samples_Lachie,,,
ALR9b,NP1,D_Alberta1_Post,,ALR9_mtDNA,ALR9b_Alberta_Canada_c_99,-114.48035,51.19611,Canada,Alberta,"EhPo-37, Alberta",,,99,,contextual,Canis familiaris,0.4362,,0.9998,,New_American_Samples_Lachie,,,
AM-VH-01,,,,AM-VH-01,AM-VH-01_VistaHermosa_Mexico_c_600,-99.25405442,22.47872859,"Mexico, Tamaulipas",Vista Hermosa,,,,600,700-500 bp,contextual,Canis familiaris,0.927,59.53,0.5685,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
AM-VH-17,,,,AM-VH-17,AM-VH-17_VistaHermosa_Mexico_c_600,-99.25405442,22.47872859,"Mexico, Tamaulipas",Vista Hermosa,,,,600,700-500 bp,contextual,Canis familiaris,0.808,52.4,0.503,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
AM-VH-21,,,,AM-VH-21,AM-VH-21_VistaHermosa_Mexico_c_600,-99.25405442,22.47872859,"Mexico, Tamaulipas",Vista Hermosa,,,,600,700-500 bp,contextual,Canis familiaris,3.584,91.24,0.9013,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
ANH38,ANH_38,,,ANH_38,ANH38_Weyanoke_USA_c_960,-77.0661,37.2919,USA,Weyanoke,"Weyanoke Old Town, Virginia (the Hatch site)",,,960,,contextual,Canis familiaris,,,0.9259,,NorthAmericanDogs_lachie2,,,
Az-1273,,,,Az-1273,Az-1273_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,36.172,98.98,0.9895,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1274,,,,Az-1274,Az-1274_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,57.022,99.12,0.9909,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1348,,,,Az-1348,Az-1348_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,0.912,56.88,0.5459,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1661,,,,Az-1661,Az-1661_TizayucaR5_Mexico_c_600,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,600,700-500 bp,contextual,Canis familiaris,54.21,99.9,0.9986,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1791,,,,Az-1791,Az-1791_TizayucaR5_Mexico_d_546,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,546,627-520 cal.BPa,direct_radiocarbon_dating,Canis familiaris,23.521,99.48,0.9943,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1923,,,,Az-1923,Az-1923_TizayucaR5_Mexico_d_408,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,408,497-319 cal.BPa,direct_radiocarbon_dating,Canis familiaris,3.156,93.85,0.9298,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1929,,,,Az-1929,Az-1929_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,2.356,80.58,0.7873,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1930,,,,Az-1930,Az-1930_LasGolondrinas_Mexico_d_476,-98.93591,19.86216,"Mexico, Hidalgo","Tizayuca R4, Las Golondrinas",,,,476,510-329 cal.BPa,direct_radiocarbon_dating,Canis familiaris,93.371,100,0.9998,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1931,,,,Az-1931,Az-1931_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,9.66,97.92,0.9776,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1932,,,,Az-1932,Az-1932_ElChato_Mexico_c_1100,-98.93619803,19.87828976,"Mexico, Hidalgo","Tizayuca R1, El Chato",,,,1100,1700-500 bp,contextual,Canis familiaris,90.82,100,0.9998,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1934,,,,Az-1934,Az-1934_TizayucaR5_Mexico_d_1020,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1020,1177-958 cal.Bpa,direct_radiocarbon_dating,Canis familiaris,44.865,99.37,0.9934,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1935,,,,Az-1935,Az-1935_TizayucaR5_Mexico_d_1090,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1090,1179-978 cal.BPa,direct_radiocarbon_dating,Canis familiaris,9.836,98.02,0.9795,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1936,,,,Az-1936,Az-1936_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,1.152,67.29,0.6524,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1937,,,,Az-1937,Az-1937_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,4.368,97.6,0.9722,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1944,,,,Az-1944,Az-1944_LasGolondrinas_Mexico_c_1525,-98.93591,19.86216,"Mexico, Hidalgo","Tizayuca R4, Las Golondrinas",,,,1100,1700-500 bp,contextual,Canis familiaris,13.615,99.67,0.9961,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-1947,,,,Az-1947,Az-1947_LasGolondrinas_Mexico_c_1525,-98.93591,19.86216,"Mexico, Hidalgo","Tizayuca R4, Las Golondrinas",,,,1525,1700-500 bp,contextual,Canis familiaris,1.321,71.58,0.6946,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-314,,,,Az-314,Az-314_TizayucaR6_Mexico_d_980,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R6, Haciendas",,,,980,1057-928 cal.BPa,direct_radiocarbon_dating,Canis familiaris,55.391,99.1,0.9906,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-316,,,,Az-316,Az-316_TizayucaR6_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R6, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,5.885,97.63,0.9741,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-464,,,,Az-464,Az-464_TizayucaR6_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R6, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,3.207,91.72,0.9077,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-4985,,,,Az-4985,Az-4985_MalpaisPrieto_Mexico_c_650,-101.7971689,19.87598745,"Mexico, Michoacán",Malpais Prieto,,,,650,750-550 bp,contextual,Canis familiaris,99.877,99.27,0.9922,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-563,,,,Az-563,Az-563_TizayucaR5_Mexico_c_1100,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R5, Haciendas",,,,1100,1700-500 bp,contextual,Canis familiaris,1.639,77.2,0.7535,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-657,,,,Az-657,Az-657_TizayucaR6_Mexico_d_1090,-98.96692,19.87784,"Mexico, Hidalgo","Tizayuca R6, Haciendas",,,,1090,1179-978 cal.BPa,direct_radiocarbon_dating,Canis familiaris,68.691,100,0.9996,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
Az-749,,,,Az-749,Az-749_LasGolondrinas_Mexico_d_1480,-98.93591,19.86216,"Mexico, Hidalgo","Tizayuca R4, Las Golondrinas",,,,1480,1540-1412 cal.BPa,direct_radiocarbon_dating,Canis familiaris,5.465,97.18,0.9683,ManinPROCB2025,ManinPROCB2025,,https://royalsocietypublishing.org/rspb/article/292/2049/20242443/234599/Ancient-dog-mitogenomes-support-the-dual-dispersal,
China_Harbin_12904,,V0726,,China_Harbin_12904,China_Harbin_12904_Heilongjiang_China_12904_A2,126.6,45.78,China,Heilongjiang,Harbin,A2,,12904,13054-12754,direct_radiocarbon_dating,Canis familiaris,31.49,99.83,0.924,Zhang et al. (2024),Alvar_Scaffold_Samples ,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11003542/#sup1,
D_Alabama1_2250,1 Jo 176- 66-6,,,D_Alabama_2250,D_Alabama1_2250_CoxSite_USA_c_2250,-86.01,34.82,USA,"Cox Site, Alabama",,,,2250,,contextual,Canis familiaris,16.98,,0.9789,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Alabama1_5000,1Mo48 – 40-11,,,D_Alabama_5000,D_Alabama1_5000_FlintRiver_USA_c_5000,-86.54,34.98,USA,"Flint River Site, Alabama",,,,5000,,contextual ,Canis familiaris,7.05,,0.934,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Alabama2_5000,CT8 D-2 2-90, ,,D_Alabama2_5000,D_Alabama2_5000_LittleBear_USA_c_3000,-87.67,34.31,USA,"Little Bear, Alabama",,,,3000,,contextual,Canis familiaris,44.63,,0.8339,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
D_Alaska1_100,, , ,D_Alaska_100,D_Alaska1_100_PointHope_Alaska_d_100,-166.752609,68.349868,Alaska,"Point Hope, Old Village",,,,100,,,Canis familiaris,10.2,,0.7793,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_1105,,,,D_Alaska_1105,D_Alaska1_1105_Deering_Alaska_d_1105,-162.717222,66.075556,Alaska,"Deering, Kotzebue Sound",,,,1105,,,Canis familiaris,3.1,,0.703,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_1125,,,,D_Alaska_1125,D_Alaska1_1125_Walakpa_Alaska_d_1125,-157.0669444,71.1533333,Alaska,"Walakpa, North Slope",,,,1125,,,Canis familiaris,37,,0.7585,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_1230,,,,D_Alaska_1230,D_Alaska1_1230_Uyak_Alaska_d_1230,-153.999,57.638,Alaska,"Uyak, Kodiak Island",,,,1230,,,Canis familiaris,7.8,,0.8615,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_1695,,,,D_Alaska_1695,D_Alaska1_1695_Uyak_Alaska_d_1695,-153.999,57.638,Alaska,"Uyak, Kodiak Island",,,,1695,,,Canis familiaris,10.3,,0.9232,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_212,,,,D_Alaska_212,D_Alaska1_212_CapeEspenberg_Alaska_d_212,-163.6169444,66.5588889,Alaska,"Cape Espenberg, Kotzebue Sound",,,,212,,,Canis familiaris,37.8,,0.9238,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_2200,,,,D_Alaska_2200,D_Alaska1_2200_Chugachik_Alaska_d_2200,-151.047,59.7432,Alaska,"Chugachik Island, Upper Kachemak Bay, Cook Inlet",,,,2200,,,Canis familiaris,6.4,,0.924,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_25,,,,D_Alaska_25,D_Alaska1_25_Cape Dyer_Alaska_d_25,-161.3558,66.6644,Alaska,"Cape Dyer, North Slope",,,,25,,,Canis familiaris,13.1,,0.9807,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_3763,UAM:ES:28769,,,D_Alaska_3763,D_Alaska1_3763_TeshekpukLake_Alaska_d_3763,-153.5,70.44,Alaska,Teshekpuk Lake,,, ,3763,,,Canis familiaris,,,0.8698, ,"David Stanton, American_dogs_lachie1",,,
D_Alaska1_400,,,,D_Alaska_400,D_Alaska1_400_CapeEspenberg_Alaska_d_400,-163.6169444,66.5588889,Alaska,"Cape Espenberg, Kotzebue Sound",,,,400,,,Canis familiaris,5.9,,0.9523,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_500,L4.6.1,,,D_Alaska_500,D_Alaska1_500_Nunalleq_USA_c_500,-161.54,59.45,USA,Nunalleq,,,,500,,contextual ,Canis familiaris,12.53,,0.8974,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_620,,,,D_Alaska_620,D_Alaska1_620_CapeEspenberg_Alaska_d_620,-163.6169444,66.5588889,Alaska,"Cape Espenberg, Kotzebue Sound",,,,620,,,Canis familiaris,34.2,,0.8809,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_740,,,,D_Alaska_740,D_Alaska1_740_Ahteut_Alaska_d_740,-157,67.5,Alaska,"Ahteut, Kobuk River",,,,740,,,Canis familiaris,8.7,,0.8502,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska1_825,,,,D_Alaska_825,D_Alaska1_825_CapeEspenberg_Alaska_d_825,-163.6169444,66.5588889,Alaska,"Cape Espenberg, Kotzebue Sound",,,,825,,,Canis familiaris,13.6,,0.924,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska2_1125,,,,D_Alaska2_1125,D_Alaska2_1125_Walakpa_Alaska_d_1125,-157.0669444,71.1533333,Alaska,"Walakpa, North Slope",,,,1125,,,Canis familiaris,15.7,,0.7462,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska2_500,L3.15.1,,,D_Alaska2_500,D_Alaska2_500_Nunalleq_USA_c_500,-161.54,59.45,USA,Nunalleq,,,,500,,contextual,Canis familiaris,5.9,,0.924,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska2_620,,,,D_Alaska2_620,D_Alaska2_620_CapeEspenberg_Alaska_d_620,-163.6169444,66.5588889,Alaska,"Cape Espenberg, Kotzebue Sound",,,,620,,,Canis familiaris,7.8,,0.9647,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska3_500,15125.42.1,"AL2791, USA_Nunalleq2_c500",,D_Alaska3_500,D_Alaska3_500_Nunalleq_USA_d_500,-161.54,59.45,USA,Nunalleq,,,,500,,contexual,Canis familiaris,16.06,,0.7775,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska4_500,12014.41.18,AL2792,,D_Alaska4_500,D_Alaska4_500_Nunalleq_USA_c_500,-161.54,59.45,USA,Nunalleq,,,,500,,contextual,Canis familiaris,1.08,,0.6035,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_Alaska5_500,14021.53.1,AL2794,,D_Alaska5_500,D_Alaska5_500_Nunalleq_USA_c_500,-161.54,59.45,USA,Nunalleq,,,,500,,contextual,Canis familiaris,6.34,,0.9807,AmeenPROCB2019,American_dogs_lachie1,,https://royalsocietypublishing.org/rspb/article/286/1916/20191929/54591/Specialized-sledge-dogs-accompanied-Inuit,
D_AngelMound1_1000,FS3305,D_Indiana1_1000,,D_AngelMound_1000,D_AngelMound1_1000_AngelMounds_USA_c_1000,-87.46,37.94,USA,"Angel Mounds, Indiana",,,,1000,,contextual,Canis familiaris,102.71,,0.9807,"Leathlobhair et al. (2018) 'The evolutionary history of dogs in the Americas', Science, 361: 81-85",American_dogs_lachie1,,https://www.science.org/doi/10.1126/science.aao4776,
